,loss,acc,val_loss,val_acc
0,0.46439775824546814,0.7695000171661377,0.19681349396705627,0.9190000295639038
1,0.26137056946754456,0.8939999938011169,0.1259765625,0.9490000009536743
2,0.21312956511974335,0.9135000109672546,0.11288724839687347,0.9570000171661377
3,0.17157799005508423,0.9340000152587891,0.11304725706577301,0.9509999752044678
4,0.1633395552635193,0.9394999742507935,0.3568101227283478,0.8930000066757202
5,0.13210399448871613,0.9470000267028809,0.08957977592945099,0.9649999737739563
6,0.10672183334827423,0.9589999914169312,0.10376153141260147,0.9629999995231628
7,0.10895804315805435,0.9539999961853027,0.11065860092639923,0.9589999914169312
8,0.10255256295204163,0.9559999704360962,0.16017869114875793,0.9470000267028809
9,0.09893792122602463,0.9664999842643738,0.18685999512672424,0.9380000233650208
10,0.08782361447811127,0.9660000205039978,0.16040726006031036,0.9399999976158142
11,0.06390109658241272,0.9764999747276306,0.15399949252605438,0.9580000042915344
12,0.07341526448726654,0.972000002861023,0.13832513988018036,0.949999988079071
13,0.0830310732126236,0.9704999923706055,0.24313434958457947,0.9419999718666077
14,0.0731085017323494,0.9714999794960022,0.08307197690010071,0.9649999737739563
15,0.05920979008078575,0.9804999828338623,0.11115286499261856,0.9589999914169312
16,0.052572622895240784,0.9775000214576721,0.1549900770187378,0.953000009059906
17,0.06011589989066124,0.9789999723434448,0.14785294234752655,0.9620000123977661
18,0.05056297779083252,0.9819999933242798,0.1084468811750412,0.9660000205039978
19,0.0415869764983654,0.984499990940094,0.09347666054964066,0.9679999947547913
20,0.04586675763130188,0.9819999933242798,0.09814856946468353,0.9670000076293945
21,0.03950474411249161,0.9854999780654907,0.09690480679273605,0.9710000157356262
22,0.04331805929541588,0.9865000247955322,0.6073949337005615,0.8970000147819519
23,0.0437929593026638,0.984499990940094,0.198868066072464,0.9639999866485596
24,0.038431402295827866,0.9884999990463257,0.10358121246099472,0.9750000238418579
25,0.04880383983254433,0.9829999804496765,0.13813500106334686,0.9599999785423279
26,0.03812872990965843,0.9854999780654907,0.11236746609210968,0.9670000076293945
27,0.04322624206542969,0.9850000143051147,0.09667107462882996,0.9639999866485596
28,0.024306559935212135,0.9900000095367432,0.15245571732521057,0.9649999737739563
29,0.03334790840744972,0.9865000247955322,0.1584826558828354,0.9610000252723694
